index,checking_status,months_duration,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,target
343,0 ≤ ... < 200 DM,18,existing credits paid duly till now,business,4439,< 100 DM,≥ 7 years,1,male: single,co-applicant,1,real estate,33,bank,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
344,≥ 200 DM / salary assignment ≥ 1y,10,existing credits paid duly till now,car (new),3949,< 100 DM,< 1 year,1,male: single,guarantor,1,building-soc savings / life insurance,37,none,own,1,unskilled - resident,2,none,yes,0
345,no checking account,15,critical account / other credits elsewhere,radio/television,1459,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,2,car or other (not in savings),43,none,own,1,unskilled - resident,1,none,yes,0
346,0 ≤ ... < 200 DM,13,critical account / other credits elsewhere,radio/television,882,< 100 DM,< 1 year,4,male: single,guarantor,4,real estate,23,none,own,2,skilled employee/official,1,none,yes,0
347,0 ≤ ... < 200 DM,24,existing credits paid duly till now,radio/television,3758,500 ≤ ... < 1000 DM,unemployed,1,female: divorced/separated/married,none,4,unknown / none,23,none,rent,1,unemployed/unskilled - non-resident,1,none,yes,0
348,no checking account,6,delay in past,business,1743,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,1,male: single,none,2,real estate,34,none,own,2,unskilled - resident,1,none,yes,0
349,0 ≤ ... < 200 DM,9,critical account / other credits elsewhere,education,1136,≥ 1000 DM,≥ 7 years,4,male: single,none,3,unknown / none,32,none,for free,2,skilled employee/official,2,none,yes,1
350,no checking account,9,existing credits paid duly till now,domestic appliances,1236,< 100 DM,< 1 year,1,female: divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
351,0 ≤ ... < 200 DM,9,existing credits paid duly till now,furniture/equipment,959,< 100 DM,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,2,car or other (not in savings),29,none,own,1,skilled employee/official,1,none,no,1
352,no checking account,18,critical account / other credits elsewhere,car (used),3229,unknown / none,unemployed,2,male: single,none,4,unknown / none,38,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
353,< 0 DM,12,no credits / all paid duly,radio/television,6199,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,28,none,rent,2,skilled employee/official,1,"yes, registered",yes,1
354,no checking account,10,existing credits paid duly till now,education,727,500 ≤ ... < 1000 DM,≥ 7 years,4,male: single,none,4,unknown / none,46,none,for free,1,skilled employee/official,1,"yes, registered",yes,0
355,0 ≤ ... < 200 DM,24,existing credits paid duly till now,car (new),1246,< 100 DM,< 1 year,4,male: single,none,2,real estate,23,stores,own,1,unskilled - resident,1,none,yes,1
356,no checking account,12,critical account / other credits elsewhere,radio/television,2331,unknown / none,≥ 7 years,1,male: single,co-applicant,4,real estate,49,none,own,1,skilled employee/official,1,"yes, registered",yes,0
357,no checking account,36,delay in past,radio/television,4463,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,car or other (not in savings),26,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
358,no checking account,12,existing credits paid duly till now,radio/television,776,< 100 DM,1 ≤ ... < 4 years,4,male: married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,none,yes,0
359,< 0 DM,30,existing credits paid duly till now,furniture/equipment,2406,< 100 DM,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee/official,1,none,yes,1
360,0 ≤ ... < 200 DM,18,existing credits paid duly till now,education,1239,unknown / none,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,61,none,for free,1,skilled employee/official,1,none,yes,0
361,≥ 200 DM / salary assignment ≥ 1y,12,existing credits paid duly till now,radio/television,3399,unknown / none,≥ 7 years,2,male: single,none,3,car or other (not in savings),37,none,own,1,management/self-employed/highly-qualified/officer,1,none,yes,0
362,≥ 200 DM / salary assignment ≥ 1y,12,delay in past,car (new),2247,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,2,car or other (not in savings),36,stores,own,2,skilled employee/official,1,"yes, registered",yes,0
363,no checking account,6,existing credits paid duly till now,furniture/equipment,1766,< 100 DM,1 ≤ ... < 4 years,1,male: married/widowed,none,2,building-soc savings / life insurance,21,none,rent,1,skilled employee/official,1,none,yes,0
364,< 0 DM,18,existing credits paid duly till now,furniture/equipment,2473,< 100 DM,unemployed,4,male: single,none,1,car or other (not in savings),25,none,own,1,unemployed/unskilled - non-resident,1,none,yes,1
365,no checking account,12,existing credits paid duly till now,business,1542,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,4,car or other (not in savings),36,none,own,1,skilled employee/official,1,"yes, registered",yes,0
366,no checking account,18,critical account / other credits elsewhere,car (used),3850,< 100 DM,4 ≤ ... < 7 years,3,male: single,none,1,car or other (not in savings),27,none,own,2,skilled employee/official,1,none,yes,0
367,< 0 DM,18,existing credits paid duly till now,furniture/equipment,3650,< 100 DM,< 1 year,1,female: divorced/separated/married,none,4,car or other (not in savings),22,none,rent,1,skilled employee/official,1,none,yes,0
368,< 0 DM,36,existing credits paid duly till now,furniture/equipment,3446,< 100 DM,≥ 7 years,4,male: single,none,2,car or other (not in savings),42,none,own,1,skilled employee/official,2,none,yes,1
369,0 ≤ ... < 200 DM,18,existing credits paid duly till now,furniture/equipment,3001,< 100 DM,4 ≤ ... < 7 years,2,female: divorced/separated/married,none,4,real estate,40,none,rent,1,skilled employee/official,1,none,yes,0
370,no checking account,36,existing credits paid duly till now,car (new),3079,unknown / none,1 ≤ ... < 4 years,4,male: single,none,4,real estate,36,none,own,1,skilled employee/official,1,none,yes,0
371,no checking account,18,critical account / other credits elsewhere,radio/television,6070,< 100 DM,≥ 7 years,3,male: single,none,4,car or other (not in savings),33,none,own,2,skilled employee/official,1,"yes, registered",yes,0
372,no checking account,10,critical account / other credits elsewhere,furniture/equipment,2146,< 100 DM,< 1 year,1,female: divorced/separated/married,none,3,real estate,23,none,rent,2,skilled employee/official,1,none,yes,0
373,no checking account,60,critical account / other credits elsewhere,car (new),13756,unknown / none,≥ 7 years,2,male: single,none,4,unknown / none,63,bank,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
374,0 ≤ ... < 200 DM,60,all credits at this bank paid duly,others,14782,100 ≤ ... < 500 DM,≥ 7 years,3,female: divorced/separated/married,none,4,unknown / none,60,bank,for free,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
375,< 0 DM,48,all credits at this bank paid duly,business,7685,< 100 DM,4 ≤ ... < 7 years,2,female: divorced/separated/married,guarantor,4,car or other (not in savings),37,none,rent,1,skilled employee/official,1,none,yes,1
376,no checking account,18,delay in past,radio/television,2320,< 100 DM,unemployed,2,male: married/widowed,none,3,real estate,34,none,own,2,skilled employee/official,1,none,yes,0
377,no checking account,7,delay in past,radio/television,846,unknown / none,≥ 7 years,3,male: single,none,4,unknown / none,36,none,for free,1,skilled employee/official,1,none,yes,0
378,0 ≤ ... < 200 DM,36,existing credits paid duly till now,car (new),14318,< 100 DM,≥ 7 years,4,male: single,none,2,unknown / none,57,none,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
379,no checking account,6,critical account / other credits elsewhere,car (new),362,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,4,car or other (not in savings),52,none,own,2,unskilled - resident,1,none,yes,0
380,< 0 DM,20,existing credits paid duly till now,furniture/equipment,2212,unknown / none,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),39,none,own,1,skilled employee/official,1,"yes, registered",yes,0
381,0 ≤ ... < 200 DM,18,existing credits paid duly till now,car (used),12976,< 100 DM,unemployed,3,female: divorced/separated/married,none,4,unknown / none,38,none,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
382,no checking account,22,existing credits paid duly till now,car (new),1283,unknown / none,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,25,none,rent,1,skilled employee/official,1,none,yes,0
383,≥ 200 DM / salary assignment ≥ 1y,12,existing credits paid duly till now,car (new),1330,< 100 DM,< 1 year,4,male: single,none,1,real estate,26,none,own,1,skilled employee/official,1,none,yes,0
384,no checking account,30,delay in past,business,4272,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,2,male: single,none,2,building-soc savings / life insurance,26,none,own,2,unskilled - resident,1,none,yes,0
385,no checking account,18,critical account / other credits elsewhere,radio/television,2238,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,1,car or other (not in savings),25,none,own,2,skilled employee/official,1,none,yes,0
386,no checking account,18,existing credits paid duly till now,radio/television,1126,unknown / none,< 1 year,4,female: divorced/separated/married,none,2,real estate,21,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
387,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,furniture/equipment,7374,< 100 DM,unemployed,4,male: single,none,4,building-soc savings / life insurance,40,stores,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
388,0 ≤ ... < 200 DM,15,critical account / other credits elsewhere,business,2326,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,2,male: single,none,4,car or other (not in savings),27,bank,own,1,skilled employee/official,1,none,yes,0
389,no checking account,9,existing credits paid duly till now,business,1449,< 100 DM,4 ≤ ... < 7 years,3,female: divorced/separated/married,none,2,car or other (not in savings),27,none,own,2,skilled employee/official,1,none,yes,0
390,no checking account,18,existing credits paid duly till now,car (new),1820,< 100 DM,1 ≤ ... < 4 years,2,male: married/widowed,none,2,building-soc savings / life insurance,30,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
391,0 ≤ ... < 200 DM,12,existing credits paid duly till now,furniture/equipment,983,≥ 1000 DM,< 1 year,1,female: divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,0
392,< 0 DM,36,existing credits paid duly till now,car (new),3249,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,4,unknown / none,39,bank,for free,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
393,< 0 DM,6,critical account / other credits elsewhere,radio/television,1957,< 100 DM,4 ≤ ... < 7 years,1,female: divorced/separated/married,none,4,car or other (not in savings),31,none,own,1,skilled employee/official,1,none,yes,0
394,no checking account,9,critical account / other credits elsewhere,furniture/equipment,2406,< 100 DM,unemployed,2,male: single,none,3,car or other (not in savings),31,none,own,1,management/self-employed/highly-qualified/officer,1,none,yes,0
395,0 ≤ ... < 200 DM,39,delay in past,education,11760,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,2,male: single,none,3,unknown / none,32,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
396,< 0 DM,12,existing credits paid duly till now,furniture/equipment,2578,< 100 DM,unemployed,3,female: divorced/separated/married,none,4,unknown / none,55,none,for free,1,management/self-employed/highly-qualified/officer,1,none,yes,0
397,< 0 DM,36,critical account / other credits elsewhere,furniture/equipment,2348,< 100 DM,1 ≤ ... < 4 years,3,male: married/widowed,none,2,building-soc savings / life insurance,46,none,own,2,skilled employee/official,1,"yes, registered",yes,0
398,0 ≤ ... < 200 DM,12,existing credits paid duly till now,car (new),1223,< 100 DM,≥ 7 years,1,male: divorced/separated,none,1,real estate,46,none,rent,2,skilled employee/official,1,none,yes,1
399,no checking account,24,critical account / other credits elsewhere,radio/television,1516,≥ 1000 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,1,real estate,43,none,own,2,unskilled - resident,1,none,yes,0
400,no checking account,18,existing credits paid duly till now,radio/television,1473,< 100 DM,< 1 year,3,male: married/widowed,none,4,real estate,39,none,own,1,skilled employee/official,1,"yes, registered",yes,0
401,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,business,1887,unknown / none,1 ≤ ... < 4 years,4,male: married/widowed,none,4,real estate,28,bank,own,2,skilled employee/official,1,none,yes,0
402,no checking account,24,delay in past,business,8648,< 100 DM,< 1 year,2,male: single,none,2,car or other (not in savings),27,bank,own,2,skilled employee/official,1,"yes, registered",yes,1
403,no checking account,14,delay in past,car (new),802,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,car or other (not in savings),27,none,own,2,unskilled - resident,1,none,yes,0
404,0 ≤ ... < 200 DM,18,delay in past,car (new),2899,unknown / none,≥ 7 years,4,male: single,none,4,car or other (not in savings),43,none,own,1,skilled employee/official,2,none,yes,0
405,0 ≤ ... < 200 DM,24,existing credits paid duly till now,radio/television,2039,< 100 DM,< 1 year,1,male: married/widowed,none,1,building-soc savings / life insurance,22,none,own,1,skilled employee/official,1,"yes, registered",yes,1
406,no checking account,24,critical account / other credits elsewhere,car (used),2197,unknown / none,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),43,none,own,2,skilled employee/official,2,"yes, registered",yes,0
